speaker,word,n
the lord chancellor of ireland,jury,48
the lord chancellor of ireland,system,46
the lord chancellor of ireland,000,42
the lord chancellor of ireland,irish,40
the lord chancellor of ireland,country,39
the lord chancellor of ireland,parliament,39
the lord chancellor of ireland,court,38
the lord chancellor of ireland,power,38
the lord chancellor of ireland,bankruptcy,37
the lord chancellor of ireland,clauses,36
the lord chancellor of ireland,lords,36
the lord chancellor of ireland,purchase,35
the lord chancellor of ireland,men,32
the lord chancellor of ireland,money,30
the lord chancellor of ireland,commission,29
the secretary of state for the colonies,government,218
the secretary of state for the colonies,colonies,86
the secretary of state for the colonies,time,76
the secretary of state for the colonies,country,59
the secretary of state for the colonies,zululand,50
the secretary of state for the colonies,henry,44
the secretary of state for the colonies,colonial,43
the secretary of state for the colonies,law,41
the secretary of state for the colonies,office,38
the secretary of state for the colonies,power,37
the secretary of state for the colonies,vote,34
the secretary of state for the colonies,hope,33
the secretary of state for the colonies,zulus,33
the secretary of state for the colonies,south,32
the secretary of state for the colonies,holland,31
the secretary of state for the colonies,information,31
the secretary of state for the colonies,boers,30
the secretary of state for the colonies,chinese,29
the secretary of state for the colonies,fully,29
the secretary of state for the colonies,received,29
mr. hanbury,hanbury,256
mr. hanbury,war,243
mr. hanbury,government,242
mr. hanbury,preston,240
mr. hanbury,office,210
mr. hanbury,people,141
mr. hanbury,public,136
mr. hanbury,admiralty,130
mr. hanbury,000,127
mr. hanbury,ireland,127
mr. hanbury,men,126
mr. hanbury,time,123
mr. hanbury,year,118
mr. hanbury,country,108
mr. hanbury,contracts,104
mr. hanbury,contract,103
mr. hanbury,deal,94
mr. hanbury,work,93
mr. hanbury,messrs,89
mr. hanbury,system,86
mr. wyndham,cumberland,1
mr. wyndham,delivery,1
mr. wyndham,districts,1
mr. wyndham,intention,1
mr. wyndham,postal,1
mr. wyndham,postmaster,1
mr. wyndham,rural,1
mr. wyndham,scheme,1
mr. wyndham,throughout,1
sir m. hicks beach,trade,125
sir m. hicks beach,beach,49
sir m. hicks beach,hicks,49
sir m. hicks beach,president,46
sir m. hicks beach,bristol,45
sir m. hicks beach,time,40
sir m. hicks beach,government,35
sir m. hicks beach,company,33
sir m. hicks beach,railway,31
sir m. hicks beach,foreign,27
sir m. hicks beach,parliament,27
sir m. hicks beach,law,25
sir m. hicks beach,public,24
sir m. hicks beach,referred,23
sir m. hicks beach,ships,21
sir m. hicks beach,united,20
sir m. hicks beach,companies,19
sir m. hicks beach,fund,19
sir m. hicks beach,trinity,19
sir m. hicks beach,year,18
lord cranborne,corporation,1
lord cranborne,cranborne,1
lord cranborne,darwen,1
lord cranborne,disavowed,1
lord cranborne,lancashire,1
lord cranborne,promptly,1
lord cranborne,representation,1
mr. john redmond,ireland,122
mr. john redmond,irish,92
mr. john redmond,government,84
mr. john redmond,people,53
mr. john redmond,time,31
mr. john redmond,country,29
mr. john redmond,union,29
mr. john redmond,english,28
mr. john redmond,parliament,27
mr. john redmond,redmond,27
mr. john redmond,justice,26
mr. john redmond,men,26
mr. john redmond,speech,24
mr. john redmond,chief,23
mr. john redmond,england,23
mr. john redmond,national,23
mr. john redmond,canada,22
mr. john redmond,murphy,21
mr. john redmond,law,20
mr. john redmond,ulster,20
mr. atkinson,atkinson,29
mr. atkinson,boston,28
mr. atkinson,government,17
mr. atkinson,time,16
mr. atkinson,opposite,15
mr. atkinson,trade,14
mr. atkinson,country,13
mr. atkinson,men,12
mr. atkinson,public,12
mr. atkinson,admiralty,10
mr. atkinson,business,10
mr. atkinson,london,10
mr. atkinson,northampton,10
mr. atkinson,affairs,9
mr. atkinson,company,9
mr. atkinson,hands,9
mr. atkinson,railway,9
mr. atkinson,council,8
mr. atkinson,expedition,8
mr. atkinson,hull,8
mr. haldane,government,151
mr. haldane,land,110
mr. haldane,duty,89
mr. haldane,haldane,82
mr. haldane,ireland,80
mr. haldane,time,73
mr. haldane,scotland,71
mr. haldane,law,65
mr. haldane,university,64
mr. haldane,haddington,63
mr. haldane,policy,62
mr. haldane,irish,61
mr. haldane,country,60
mr. haldane,party,55
mr. haldane,people,49
mr. haldane,landlords,43
mr. haldane,court,41
mr. haldane,system,41
mr. haldane,support,40
mr. haldane,deal,39
mr. john o'connor,ireland,170
mr. john o'connor,government,106
mr. john o'connor,people,88
mr. john o'connor,john,74
mr. john o'connor,o'connor,74
mr. john o'connor,irish,73
mr. john o'connor,tipperary,67
mr. john o'connor,men,60
mr. john o'connor,time,60
mr. john o'connor,chief,59
mr. john o'connor,police,56
mr. john o'connor,teachers,55
mr. john o'connor,national,48
mr. john o'connor,school,46
mr. john o'connor,parliament,42
mr. john o'connor,magistrates,40
mr. john o'connor,country,38
mr. john o'connor,desire,35
mr. john o'connor,cork,34
mr. john o'connor,year,33
lord balfour of burleigh,game,16
lord balfour of burleigh,government,16
lord balfour of burleigh,inquiry,16
lord balfour of burleigh,commission,15
lord balfour of burleigh,peerages,12
lord balfour of burleigh,kill,9
lord balfour of burleigh,roll,9
lord balfour of burleigh,year,9
lord balfour of burleigh,moved,8
lord balfour of burleigh,hoped,7
lord balfour of burleigh,lords,7
lord balfour of burleigh,costs,6
lord balfour of burleigh,feeling,6
lord balfour of burleigh,occupier,6
lord balfour of burleigh,opposition,6
lord balfour of burleigh,peers,6
lord balfour of burleigh,precedence,6
lord balfour of burleigh,recommendations,6
lord balfour of burleigh,scotch,6
colonel seely,volunteers,14
colonel seely,men,13
colonel seely,000,12
colonel seely,ammunition,11
colonel seely,battalions,9
colonel seely,country,9
colonel seely,time,9
colonel seely,troops,9
colonel seely,infantry,8
colonel seely,volunteer,8
colonel seely,force,7
colonel seely,100,6
colonel seely,arrangements,6
colonel seely,regular,6
colonel seely,territorial,6
colonel seely,war,6
colonel seely,connection,5
colonel seely,doubt,5
colonel seely,hours,5
colonel seely,ready,5
lord charles beresford,ships,246
lord charles beresford,admiralty,199
lord charles beresford,000,180
lord charles beresford,war,168
lord charles beresford,navy,157
lord charles beresford,country,147
lord charles beresford,fleet,141
lord charles beresford,vessels,107
lord charles beresford,men,106
lord charles beresford,time,103
lord charles beresford,naval,93
lord charles beresford,charles,91
lord charles beresford,system,91
lord charles beresford,guns,90
lord charles beresford,beresford,89
lord charles beresford,ship,80
lord charles beresford,marylebone,77
lord charles beresford,money,77
lord charles beresford,estimates,71
lord charles beresford,class,70
mr. t. p. o'connor,ireland,1665
mr. t. p. o'connor,government,1645
mr. t. p. o'connor,irish,1256
mr. t. p. o'connor,o'connor,721
mr. t. p. o'connor,country,715
mr. t. p. o'connor,people,694
mr. t. p. o'connor,chief,624
mr. t. p. o'connor,time,589
mr. t. p. o'connor,000,420
mr. t. p. o'connor,party,383
mr. t. p. o'connor,scotland,380
mr. t. p. o'connor,men,373
mr. t. p. o'connor,land,370
mr. t. p. o'connor,law,368
mr. t. p. o'connor,words,356
mr. t. p. o'connor,england,336
mr. t. p. o'connor,liverpool,330
mr. t. p. o'connor,speech,325
mr. t. p. o'connor,home,316
mr. t. p. o'connor,political,307
mr. pitt,ireland,100
mr. pitt,000,67
mr. pitt,taxation,45
mr. pitt,britain,23
mr. pitt,expenditure,21
mr. pitt,paid,20
mr. pitt,time,20
mr. pitt,1,19
mr. pitt,debt,17
mr. pitt,england,17
mr. pitt,consolidation,14
mr. pitt,liquor,14
mr. pitt,kingdom,13
mr. pitt,millions,13
mr. pitt,taxed,13
mr. pitt,taxes,13
mr. pitt,year,13
mr. pitt,contribution,12
mr. pitt,country,12
sir h. james,ireland,177
sir h. james,irish,137
sir h. james,parliament,132
sir h. james,government,114
sir h. james,power,112
sir h. james,law,91
sir h. james,time,85
sir h. james,executive,64
sir h. james,men,61
sir h. james,country,57
sir h. james,land,51
sir h. james,words,50
sir h. james,league,47
sir h. james,people,46
sir h. james,crime,45
sir h. james,bury,42
sir h. james,james,41
sir h. james,accept,40
sir h. james,powers,39
sir h. james,speech,39
the chancellor of the exchequer,000,1308
the chancellor of the exchequer,year,982
the chancellor of the exchequer,government,888
the chancellor of the exchequer,duty,617
the chancellor of the exchequer,tax,605
the chancellor of the exchequer,time,570
the chancellor of the exchequer,ireland,541
the chancellor of the exchequer,revenue,442
the chancellor of the exchequer,country,436
the chancellor of the exchequer,taxation,413
the chancellor of the exchequer,expenditure,371
the chancellor of the exchequer,land,338
the chancellor of the exchequer,honourable,336
the chancellor of the exchequer,income,300
the chancellor of the exchequer,parliament,296
the chancellor of the exchequer,bristol,293
the chancellor of the exchequer,beach,283
the chancellor of the exchequer,interest,282
the chancellor of the exchequer,hicks,279
the chancellor of the exchequer,increase,253
mr. francis,foreign,61
mr. francis,government,53
mr. francis,beg,48
mr. francis,meat,48
mr. francis,francis,47
mr. francis,tax,45
mr. francis,suffolk,40
mr. francis,affairs,38
mr. francis,eye,38
mr. francis,stevenson,38
mr. francis,land,29
mr. francis,turkish,28
mr. francis,000,18
mr. francis,armenian,17
mr. francis,time,17
mr. francis,year,17
mr. francis,agricultural,15
mr. francis,english,15
mr. francis,thessaly,15
mr. a. h. dyke acland,schools,183
mr. a. h. dyke acland,education,142
mr. a. h. dyke acland,voluntary,56
mr. a. h. dyke acland,school,54
mr. a. h. dyke acland,country,50
mr. a. h. dyke acland,county,49
mr. a. h. dyke acland,government,47
mr. a. h. dyke acland,grant,43
mr. a. h. dyke acland,money,43
mr. a. h. dyke acland,authority,37
mr. a. h. dyke acland,rotherham,32
mr. a. h. dyke acland,work,32
mr. a. h. dyke acland,acland,31
mr. a. h. dyke acland,dyke,31
mr. a. h. dyke acland,authorities,27
mr. a. h. dyke acland,york,27
mr. a. h. dyke acland,council,26
mr. a. h. dyke acland,elementary,25
mr. a. h. dyke acland,secondary,24
mr. a. h. dyke acland,councils,23
mr. gerald balfour,government,1279
mr. gerald balfour,ireland,1148
mr. gerald balfour,land,754
mr. gerald balfour,paragraph,647
mr. gerald balfour,commissioners,642
mr. gerald balfour,referred,494
mr. gerald balfour,time,476
mr. gerald balfour,year,475
mr. gerald balfour,guardians,460
mr. gerald balfour,county,442
mr. gerald balfour,commission,421
mr. gerald balfour,tenants,399
mr. gerald balfour,irish,384
mr. gerald balfour,chief,359
mr. gerald balfour,court,330
mr. gerald balfour,police,324
mr. gerald balfour,district,317
mr. gerald balfour,law,314
mr. gerald balfour,received,309
mr. gerald balfour,rent,291
sir charles dilke,government,704
sir charles dilke,dean,386
sir charles dilke,forest,384
sir charles dilke,charles,377
sir charles dilke,dilke,375
sir charles dilke,gloucester,317
sir charles dilke,year,308
sir charles dilke,country,298
sir charles dilke,time,279
sir charles dilke,beg,274
sir charles dilke,war,244
sir charles dilke,foreign,237
sir charles dilke,office,230
sir charles dilke,british,222
sir charles dilke,policy,207
sir charles dilke,men,199
sir charles dilke,home,182
sir charles dilke,system,174
sir charles dilke,army,153
sir charles dilke,vote,145
the first lord of the treasury,government,2260
the first lord of the treasury,time,1125
the first lord of the treasury,honourable,998
the first lord of the treasury,discussion,783
the first lord of the treasury,vote,704
the first lord of the treasury,country,652
the first lord of the treasury,ireland,618
the first lord of the treasury,manchester,616
the first lord of the treasury,hope,608
the first lord of the treasury,cheers,606
the first lord of the treasury,balfour,598
the first lord of the treasury,business,558
the first lord of the treasury,schools,531
the first lord of the treasury,debate,529
the first lord of the treasury,policy,519
the first lord of the treasury,irish,508
the first lord of the treasury,speech,504
the first lord of the treasury,education,484
the first lord of the treasury,session,480
the first lord of the treasury,supply,469
mr. wallace,government,69
mr. wallace,time,58
mr. wallace,edinburgh,56
mr. wallace,people,55
mr. wallace,irish,48
mr. wallace,wallace,48
mr. wallace,scotland,47
mr. wallace,money,41
mr. wallace,scotch,37
mr. wallace,public,35
mr. wallace,country,34
mr. wallace,education,34
mr. wallace,school,33
mr. wallace,simply,31
mr. wallace,class,30
mr. wallace,english,30
mr. wallace,parliament,27
mr. wallace,scottish,27
mr. wallace,understand,27
mr. wallace,000,26
the earl of lauderdale,landward,7
the earl of lauderdale,vacancy,4
the earl of lauderdale,assistants,3
the earl of lauderdale,burgh,3
the earl of lauderdale,burghal,3
the earl of lauderdale,employed,3
the earl of lauderdale,occurred,3
the earl of lauderdale,scotland,3
the earl of lauderdale,section,3
the earl of lauderdale,casual,2
the earl of lauderdale,councils,2
the earl of lauderdale,exceeding,2
the earl of lauderdale,filling,2
the earl of lauderdale,goods,2
the earl of lauderdale,interests,2
the earl of lauderdale,lords,2
the earl of lauderdale,offence,2
the earl of lauderdale,opposition,2
the earl of lauderdale,parish,2
the earl of lauderdale,premises,2
mr. whitbread,government,31
mr. whitbread,letters,22
mr. whitbread,public,19
mr. whitbread,time,19
mr. whitbread,inquiry,15
mr. whitbread,commission,14
mr. whitbread,charges,13
mr. whitbread,cork,13
mr. whitbread,ireland,13
mr. whitbread,language,10
mr. whitbread,men,10
mr. whitbread,bills,9
mr. whitbread,counsel,9
mr. whitbread,practice,9
mr. whitbread,accounts,8
mr. whitbread,business,8
mr. whitbread,crime,8
mr. whitbread,forgeries,8
mr. whitbread,irish,8
mr. whitbread,times,8
mr. parnell,ireland,116
mr. parnell,irish,102
mr. parnell,000,87
mr. parnell,government,76
mr. parnell,land,64
mr. parnell,daly,57
mr. parnell,time,51
mr. parnell,tenants,47
mr. parnell,country,42
mr. parnell,information,35
mr. parnell,law,34
mr. parnell,police,34
mr. parnell,works,34
mr. parnell,purchase,32
mr. parnell,political,31
mr. parnell,prisoners,31
mr. parnell,character,29
mr. parnell,purpose,29
mr. parnell,system,29
mr. parnell,people,28
mr. speaker,instruction,312
mr. speaker,standing,289
mr. speaker,paper,247
mr. speaker,debate,232
mr. speaker,notice,224
mr. speaker,honourable,217
mr. speaker,time,195
mr. speaker,bills,193
mr. speaker,reading,179
mr. speaker,orders,173
mr. speaker,1898,172
mr. speaker,government,165
mr. speaker,private,165
mr. speaker,move,159
mr. speaker,name,158
mr. speaker,discussion,155
mr. speaker,chair,142
mr. speaker,entitled,131
mr. speaker,referred,131
mr. speaker,understand,131
mr. plunkett,ireland,63
mr. plunkett,taxation,26
mr. plunkett,country,21
mr. plunkett,government,18
mr. plunkett,england,17
mr. plunkett,deal,14
mr. plunkett,irish,12
mr. plunkett,system,12
mr. plunkett,english,11
mr. plunkett,industry,11
mr. plunkett,agricultural,10
mr. plunkett,circumstances,10
mr. plunkett,estates,9
mr. plunkett,honourable,9
mr. plunkett,people,9
mr. plunkett,time,9
mr. plunkett,union,9
mr. plunkett,communities,8
mr. plunkett,dublin,8
mr. plunkett,land,8
mr. ward,beg,2
mr. ward,miles,2
mr. ward,platting,2
mr. ward,st,2
mr. ward,unlawful,2
mr. ward,1882,1
mr. ward,1886,1
mr. ward,altered,1
mr. ward,annexed,1
mr. ward,attorney,1
mr. ward,aware,1
mr. ward,baptist's,1
mr. ward,benefice,1
mr. ward,bishop,1
mr. ward,book,1
mr. ward,charlton,1
mr. ward,church,1
mr. ward,clergyman,1
mr. ward,considerably,1
mr. ward,continued,1
the speaker,notice,4
the speaker,feel,3
the speaker,feeling,3
the speaker,due,2
the speaker,marked,2
the speaker,mayor,2
the speaker,night,2
the speaker,resent,2
the speaker,thursday,2
the speaker,accordingly,1
the speaker,add,1
the speaker,addition,1
the speaker,affront,1
the speaker,allowed,1
the speaker,avoid,1
the speaker,ballot,1
the speaker,calculated,1
the speaker,collectively,1
the speaker,commons,1
the speaker,content,1
earl grey,aliens,15
earl grey,trade,13
earl grey,foreigners,11
earl grey,immigration,11
earl grey,population,11
earl grey,public,10
earl grey,charge,9
earl grey,foreign,9
earl grey,lords,9
earl grey,destitute,8
earl grey,year,8
earl grey,1893,7
earl grey,country,7
earl grey,figures,7
earl grey,jews,7
earl grey,russian,7
earl grey,whitechapel,7
earl grey,alien,6
earl grey,british,6
earl grey,inquiry,6
mr. bennet,ireland,19
mr. bennet,methodists,10
mr. bennet,irish,9
mr. bennet,home,8
mr. bennet,people,8
mr. bennet,rule,8
mr. bennet,english,5
mr. bennet,seven,5
mr. bennet,speeches,5
mr. bennet,agricultural,4
mr. bennet,days,4
mr. bennet,interest,4
mr. bennet,sympathy,4
mr. bennet,affairs,3
mr. bennet,bad,3
mr. bennet,bennett,3
mr. bennet,constituency,3
mr. bennet,country,3
mr. bennet,division,3
the lord advocate,scotland,645
the lord advocate,advocate,513
the lord advocate,government,324
the lord advocate,grant,250
the lord advocate,time,235
the lord advocate,year,201
the lord advocate,buteshire,200
the lord advocate,murray,193
the lord advocate,school,193
the lord advocate,schools,192
the lord advocate,education,187
the lord advocate,money,186
the lord advocate,graham,181
the lord advocate,referred,181
the lord advocate,law,167
the lord advocate,public,165
the lord advocate,000,162
the lord advocate,land,157
the lord advocate,county,148
the lord advocate,parliament,144
mr. hobhouse,government,69
mr. hobhouse,county,59
mr. hobhouse,education,56
mr. hobhouse,schools,46
mr. hobhouse,country,45
mr. hobhouse,hobhouse,35
mr. hobhouse,somerset,34
mr. hobhouse,council,30
mr. hobhouse,beg,27
mr. hobhouse,system,26
mr. hobhouse,time,26
mr. hobhouse,authorities,25
mr. hobhouse,president,23
mr. hobhouse,districts,22
mr. hobhouse,irish,21
mr. hobhouse,authority,20
mr. hobhouse,teachers,20
mr. hobhouse,agricultural,18
mr. hobhouse,year,18
the lord chancellor,law,471
the lord chancellor,lords,383
the lord chancellor,time,337
the lord chancellor,land,256
the lord chancellor,government,234
the lord chancellor,court,233
the lord chancellor,parliament,190
the lord chancellor,public,189
the lord chancellor,county,178
the lord chancellor,ireland,171
the lord chancellor,commission,163
the lord chancellor,words,151
the lord chancellor,evidence,138
the lord chancellor,judge,137
the lord chancellor,power,137
the lord chancellor,council,136
the lord chancellor,doubt,136
the lord chancellor,justice,135
the lord chancellor,difficulty,130
the lord chancellor,particular,128
the solicitor-general,solicitor,29
the solicitor-general,burghs,25
the solicitor-general,finlay,25
the solicitor-general,inverness,24
the solicitor-general,honourable,22
the solicitor-general,words,15
the solicitor-general,court,12
the solicitor-general,division,12
the solicitor-general,work,12
the solicitor-general,franchise,10
the solicitor-general,grants,10
the solicitor-general,appeal,9
the solicitor-general,attached,9
the solicitor-general,chancery,9
the solicitor-general,government,9
the solicitor-general,judge,9
the solicitor-general,milk,9
the solicitor-general,particular,9
the solicitor-general,country,8
the earl of aberdeen,return,5
the earl of aberdeen,scotland,5
the earl of aberdeen,seats,5
the earl of aberdeen,hope,4
the earl of aberdeen,provision,4
the earl of aberdeen,acre,3
the earl of aberdeen,assistants,3
the earl of aberdeen,factory,3
the earl of aberdeen,government,3
the earl of aberdeen,instruction,3
the earl of aberdeen,lords,3
the earl of aberdeen,marquess,3
the earl of aberdeen,outworkers,3
the earl of aberdeen,shop,3
the earl of aberdeen,accordance,2
the earl of aberdeen,allotments,2
the earl of aberdeen,alluded,2
the earl of aberdeen,amend,2
the earl of aberdeen,commissioners,2
the earl of aberdeen,direction,2
lord brougham,select,4
lord brougham,decision,3
lord brougham,arrived,2
lord brougham,commons,2
lord brougham,referred,2
lord brougham,altering,1
lord brougham,careful,1
lord brougham,chairman,1
lord brougham,circumstances,1
lord brougham,considered,1
lord brougham,days,1
lord brougham,details,1
lord brougham,exhaustive,1
lord brougham,four,1
lord brougham,fours,1
lord brougham,honour,1
lord brougham,identical,1
lord brougham,inconvenient,1
lord brougham,inquiry,1
lord brougham,left,1
lord stanley,government,159
lord stanley,office,83
lord stanley,india,68
lord stanley,lords,64
lord stanley,000,63
lord stanley,year,52
lord stanley,duty,48
lord stanley,law,48
lord stanley,wheat,47
lord stanley,country,40
lord stanley,court,40
lord stanley,price,39
lord stanley,trade,38
lord stanley,academy,37
lord stanley,land,36
lord stanley,notice,35
lord stanley,1894,33
lord stanley,council,33
lord stanley,school,33
mr. gladstone,prison,49
mr. gladstone,country,22
mr. gladstone,system,21
mr. gladstone,lords,19
mr. gladstone,commissioners,18
mr. gladstone,prisoners,16
mr. gladstone,government,14
mr. gladstone,home,14
mr. gladstone,prisons,14
mr. gladstone,public,14
mr. gladstone,ireland,12
mr. gladstone,men,12
mr. gladstone,saturday,12
mr. gladstone,time,10
mr. gladstone,working,10
mr. gladstone,business,9
mr. gladstone,class,9
mr. gladstone,convict,9
mr. gladstone,deal,9
mr. gladstone,months,9
lord monteagle,government,35
lord monteagle,ireland,35
lord monteagle,land,21
lord monteagle,education,13
lord monteagle,tenants,13
lord monteagle,county,12
lord monteagle,irish,12
lord monteagle,england,11
lord monteagle,landlord,11
lord monteagle,hope,10
lord monteagle,lords,10
lord monteagle,registration,10
lord monteagle,technical,10
lord monteagle,hoped,9
lord monteagle,instruction,9
lord monteagle,time,9
lord monteagle,word,9
lord monteagle,words,9
mr. disraeli,cheshire,27
mr. disraeli,altrincham,23
mr. disraeli,disraeli,23
mr. disraeli,government,21
mr. disraeli,country,18
mr. disraeli,tenants,18
mr. disraeli,english,13
mr. disraeli,constantinople,12
mr. disraeli,sultan,12
mr. disraeli,county,11
mr. disraeli,vote,11
mr. disraeli,british,10
mr. disraeli,law,10
mr. disraeli,received,10
mr. disraeli,conscience,9
mr. disraeli,men,9
mr. disraeli,people,9
mr. disraeli,poor,9
mr. disraeli,president,9
mr. disraeli,reform,9
mr. napier,people,9
mr. napier,gallant,8
mr. napier,scottish,8
mr. napier,irish,7
mr. napier,men,7
mr. napier,patience,6
mr. napier,speeches,5
mr. napier,constitution,4
mr. napier,country,4
mr. napier,law,4
mr. napier,loyalty,4
mr. napier,strong,4
mr. napier,among,3
mr. napier,birmingham,3
mr. napier,consider,3
mr. napier,faith,3
mr. napier,fellow,3
mr. napier,future,3
mr. napier,indulgence,3
mr. napier,miserable,3
mr. j. wilson,wilson,172
mr. j. wilson,durham,131
mr. j. wilson,men,98
mr. j. wilson,government,94
mr. j. wilson,hours,78
mr. j. wilson,scotland,72
mr. j. wilson,employer,63
mr. j. wilson,workman,62
mr. j. wilson,workmen,50
mr. j. wilson,time,49
mr. j. wilson,work,46
mr. j. wilson,people,44
mr. j. wilson,govan,43
mr. j. wilson,public,43
mr. j. wilson,falkirk,42
mr. j. wilson,burghs,38
mr. j. wilson,compensation,36
mr. j. wilson,country,36
mr. j. wilson,employers,35
mr. j. wilson,working,34
mr. lowe,persia,3
mr. lowe,vote,3
mr. lowe,birmingham,2
mr. lowe,consular,2
mr. lowe,diplomatic,2
mr. lowe,edgbaston,2
mr. lowe,law,2
mr. lowe,lowe,2
mr. lowe,time,2
mr. lowe,according,1
mr. lowe,allowed,1
mr. lowe,arising,1
mr. lowe,arms,1
mr. lowe,aware,1
mr. lowe,bigham,1
mr. lowe,british,1
mr. lowe,closured,1
mr. lowe,constituents,1
mr. lowe,covers,1
mr. lowe,declared,1
the earl of derby,lords,37
the earl of derby,evidence,20
the earl of derby,judges,16
the earl of derby,time,15
the earl of derby,acts,14
the earl of derby,crime,14
the earl of derby,inquiry,14
the earl of derby,law,14
the earl of derby,men,14
the earl of derby,public,14
the earl of derby,irish,13
the earl of derby,labour,13
the earl of derby,proved,13
the earl of derby,respondents,13
the earl of derby,doubt,12
the earl of derby,tribunal,12
the earl of derby,work,12
the earl of derby,among,11
the earl of derby,charge,11
the earl of derby,foreign,11
the solicitor general,schools,296
the solicitor general,government,200
the solicitor general,law,163
the solicitor general,solicitor,158
the solicitor general,voluntary,131
the solicitor general,time,108
the solicitor general,country,105
the solicitor general,year,102
the solicitor general,land,100
the solicitor general,parliament,97
the solicitor general,words,94
the solicitor general,section,92
the solicitor general,grant,88
the solicitor general,school,84
the solicitor general,scotland,83
the solicitor general,authority,79
the solicitor general,burghs,74
the solicitor general,value,69
the solicitor general,duty,68
the solicitor general,church,67
mr. sidney herbert,croydon,5
mr. sidney herbert,herbert,5
mr. sidney herbert,sidney,5
mr. sidney herbert,government,3
mr. sidney herbert,circumstances,2
mr. sidney herbert,kitchen,2
mr. sidney herbert,monday,2
mr. sidney herbert,100,1
mr. sidney herbert,58,1
mr. sidney herbert,according,1
mr. sidney herbert,add,1
mr. sidney herbert,altering,1
mr. sidney herbert,application,1
mr. sidney herbert,arrangements,1
mr. sidney herbert,business,1
mr. sidney herbert,change,1
mr. sidney herbert,colleagues,1
mr. sidney herbert,consult,1
mr. sidney herbert,consultation,1
mr. sidney herbert,convenience,1
mr. maguire,beg,18
mr. maguire,ireland,18
mr. maguire,maguire,18
mr. maguire,clare,15
mr. maguire,chief,13
mr. maguire,lieutenant,13
mr. maguire,office,11
mr. maguire,county,9
mr. maguire,donegal,8
mr. maguire,police,8
mr. maguire,aware,7
mr. maguire,dublin,7
mr. maguire,company,6
mr. maguire,division,6
mr. maguire,government,6
mr. maguire,tenant,6
mr. maguire,evicted,5
mr. maguire,secretary's,5
mr. maguire,charge,4
mr. maguire,clerks,4
mr. walter,walter,150
mr. walter,agriculture,134
mr. walter,government,133
mr. walter,country,113
mr. walter,liverpool,113
mr. walter,president,109
mr. walter,west,108
mr. walter,derby,107
mr. walter,cattle,83
mr. walter,000,76
mr. walter,time,60
mr. walter,disease,56
mr. walter,men,55
mr. walter,agricultural,54
mr. walter,law,43
mr. walter,year,41
mr. walter,london,40
mr. walter,system,39
mr. walter,possible,37
mr. walter,animals,36
the marquess of hartington,government,41
the marquess of hartington,irish,29
the marquess of hartington,ireland,28
the marquess of hartington,time,25
the marquess of hartington,majority,21
the marquess of hartington,office,21
the marquess of hartington,rent,21
the marquess of hartington,military,19
the marquess of hartington,scotch,19
the marquess of hartington,land,16
the marquess of hartington,night,16
the marquess of hartington,questions,16
the marquess of hartington,tenant,16
the marquess of hartington,war,15
the marquess of hartington,council,14
the marquess of hartington,discussion,14
the marquess of hartington,disestablishment,14
the marquess of hartington,chief,13
the marquess of hartington,landlord,13
the marquess of hartington,party,13
mr. hunt,scotland,255
mr. hunt,government,209
mr. hunt,000,202
mr. hunt,money,151
mr. hunt,year,114
mr. hunt,aberdeen,113
mr. hunt,hunter,88
mr. hunt,rates,88
mr. hunt,education,83
mr. hunt,schools,78
mr. hunt,ireland,77
mr. hunt,police,75
mr. hunt,scotch,67
mr. hunt,men,61
mr. hunt,people,60
mr. hunt,time,60
mr. hunt,working,59
mr. hunt,scheme,56
mr. hunt,free,55
mr. hunt,taxation,53
the duke of marlborough,company,81
the duke of marlborough,telephone,68
the duke of marlborough,government,58
the duke of marlborough,000,42
the duke of marlborough,postmaster,34
the duke of marlborough,powers,31
the duke of marlborough,companies,28
the duke of marlborough,wires,28
the duke of marlborough,public,27
the duke of marlborough,post,24
the duke of marlborough,system,24
the duke of marlborough,country,23
the duke of marlborough,office,22
the duke of marlborough,work,22
the duke of marlborough,national,20
the duke of marlborough,licence,19
the duke of marlborough,year,19
the duke of marlborough,capital,18
the duke of marlborough,london,15
the duke of marlborough,time,15
mr. childers,scotch,29
mr. childers,childers,24
mr. childers,edinburgh,24
mr. childers,government,18
mr. childers,police,17
mr. childers,superannuation,16
mr. childers,men,11
mr. childers,authority,10
mr. childers,duty,10
mr. childers,hope,10
mr. childers,000,8
mr. childers,public,8
mr. childers,6,7
mr. childers,appeal,7
mr. childers,english,7
mr. childers,home,7
mr. childers,time,7
mr. childers,10,6
mr. childers,desirable,6
mr. trevelyan,city,35
mr. trevelyan,government,16
mr. trevelyan,council,14
mr. trevelyan,london,13
mr. trevelyan,children,11
mr. trevelyan,money,10
mr. trevelyan,county,9
mr. trevelyan,system,9
mr. trevelyan,year,9
mr. trevelyan,body,8
mr. trevelyan,interest,8
mr. trevelyan,trevelyan,8
mr. trevelyan,beg,7
mr. trevelyan,election,7
mr. trevelyan,elland,7
mr. trevelyan,honourable,7
mr. trevelyan,practice,7
mr. trevelyan,elections,6
mr. trevelyan,people,6
mr. trevelyan,proud,6
mr. goschen,000,937
mr. goschen,government,920
mr. goschen,ireland,540
mr. goschen,duty,539
mr. goschen,year,510
mr. goschen,time,481
mr. goschen,goschen,376
mr. goschen,st,368
mr. goschen,country,352
