n,sentiment,decade,grammatical_collocates
1,Negative,1860,poor crofter
1,Negative,1860,other leasehold
1,Negative,1870,long feuds
1,Negative,1870,less tenant
1,Negative,1870,miserable tenantry
1,Negative,1870,single lease
1,Negative,1870,wet land
1,Negative,1870,ordinary occupancy
1,Negative,1870,mere leases
1,Negative,1870,unnecessary eviction
5,Negative,1870,such eviction
1,Negative,1870,bad lease
1,Negative,1870,mere rent
2,Negative,1870,few evictions
5,Negative,1870,single tenant
1,Negative,1870,harsh landlord
23,Negative,1870,low rents
14,Negative,1870,excessive rents
1,Negative,1870,inefficient tenant
22,Negative,1870,bad landlord
9,Negative,1870,excessive rent
1,Negative,1870,previous tenants
1,Negative,1870,dishonest tenants
4,Negative,1870,bad land
4,Negative,1870,unjust evictions
2,Negative,1870,internal feuds
3,Negative,1870,unjust landlords
1,Negative,1870,mere lease
1,Negative,1870,injured tenant
1,Negative,1870,disliked landlord
1,Negative,1870,miserable rent
2,Negative,1870,mere occupancy
1,Negative,1870,low land
5,Negative,1870,cruel evictions
1,Negative,1870,useless tenants
1,Negative,1870,hateful landlord
9,Negative,1870,due rent
3,Negative,1870,small rents
1,Negative,1870,petty landlord
1,Negative,1870,recent eviction
1,Negative,1870,poor landlords
1,Negative,1870,obnoxious tenants
7,Negative,1870,small rent
1,Negative,1870,dry lands
2,Negative,1870,wet lands
2,Negative,1870,bankrupt tenant
1,Negative,1870,guilty landlord
1,Negative,1870,subject leases
1,Negative,1870,previous rent
1,Negative,1870,unsecured tenants
2,Negative,1870,hapless land
9,Negative,1870,lower rent
1,Negative,1870,selfish landlords
1,Negative,1870,insolvent landlords
7,Negative,1870,bad tenants
1,Negative,1870,impossible rents
4,Negative,1870,small allotments
2,Negative,1870,old feuds
2,Negative,1870,mere tenants
1,Negative,1870,hard landlords
4,Negative,1870,hard landlord
3,Negative,1870,exhausted land
2,Negative,1870,ignorant tenants
1,Negative,1870,improper tenant
1,Negative,1870,discontented tenants
1,Negative,1870,mere leasehold
1,Negative,1870,ordinary enclosures
1,Negative,1870,anxious tenants
1,Negative,1870,embarrassed tenant
1,Negative,1870,irish feuds
1,Negative,1870,destructive tenancy
3,Negative,1870,other rent
1,Negative,1870,selfish landlord
1,Negative,1870,atrocious landlord
2,Negative,1870,needy landlord
1,Negative,1870,heavy rent
1,Negative,1870,unable landlord
4,Negative,1870,ordinary leases
4,Negative,1870,low rental
1,Negative,1860,unfortunate tenantry
1,Negative,1870,remaining feudal
1,Negative,1870,strange land
5,Negative,1870,distant land
1,Negative,1860,foreign landowners
2,Negative,1870,other subalterns
3,Negative,1870,many absentees
1,Negative,1870,ordinary rental
1,Negative,1870,mere squatters
1,Negative,1870,mortal feuds
8,Negative,1870,distant lands
30,Negative,1870,illegal inclosures
8,Negative,1870,little property
2,Negative,1870,improper inclosures
2,Negative,1870,needy tenants
1,Negative,1870,poor landlord
3,Negative,1870,mere property
4,Negative,1870,unfortunate landlord
1,Negative,1870,embarrassed landlord
1,Negative,1870,alleged property
2,Negative,1870,poor tenement
1,Negative,1870,poor tenements
1,Negative,1870,other zemindars
2,Negative,1870,small inclosure
4,Negative,1870,rough land
1,Negative,1870,small leaseholders
2,Negative,1870,few landowners
9,Negative,1870,small feuars
4,Negative,1870,single landowner
1,Negative,1870,called feudatories
3,Negative,1870,low lands
1,Negative,1870,alleged inclosures
1,Negative,1870,old feudatories
1,Negative,1870,other chattel
1,Negative,1860,remote land
1,Negative,1860,due rents
1,Negative,1860,minor tenants
1,Negative,1860,neglected property
1,Negative,1870,plain land
1,Negative,1870,late tenants
2,Negative,1870,artificial rent
1,Negative,1870,reckless inclosure
1,Negative,1870,political feuds
2,Negative,1870,local feuds
1,Negative,1870,late tenant
1,Negative,1870,political eviction
1,Negative,1870,accidental tenant
1,Negative,1870,unsettled property
1,Negative,1870,other demesnes
1,Negative,1870,violent inclosures
3,Negative,1870,arbitrary inclosures
9,Negative,1870,illegal inclosure
2,Negative,1870,miserable property
1,Negative,1870,low property
2,Negative,1870,heavy rents
1,Negative,1870,small leaseholder
2,Negative,1870,liable property
1,Negative,1870,missing property
8,Negative,1870,less rent
1,Negative,1870,speculative tenant
2,Negative,1870,feudal tenants
1,Negative,1870,other leaseholds
2,Negative,1870,other lessees
2,Negative,1870,feudal property
1,Negative,1870,dead rent
3,Negative,1870,poor allotments
1,Negative,1870,absurd rent
1,Negative,1870,litigious tenant
1,Negative,1870,petty fogging
1,Negative,1870,late landlord
9,Negative,1870,dry land
1,Negative,1870,speculative landlords
1,Negative,1870,gross land
3,Negative,1870,lower rents
1,Negative,1870,litigious landlord
1,Negative,1870,common rent
1,Negative,1870,other inclosures
1,Negative,1870,unjust enclosures
2,Negative,1870,dishonest tenant
1,Negative,1870,worthless lease
10,Negative,1870,exempt property
1,Negative,1870,afraid landlords
1,Negative,1870,discontented tenantry
1,Negative,1870,arbitrary landlords
1,Negative,1870,long land
2,Negative,1870,other chattels
2,Negative,1870,poor feuars
1,Negative,1870,few feuars
9,Negative,1870,small landowners
1,Negative,1870,needy landlords
1,Negative,1870,average tenant
1,Negative,1870,inferior land
1,Negative,1870,oppressed feuar
1,Negative,1870,small feuar
1,Negative,1870,oppressive landlord
1,Negative,1870,affected land
1,Negative,1870,military property
1,Negative,1870,other rentcharges
3,Negative,1870,insolvent tenant
1,Negative,1870,doubt property
2,Negative,1870,destroyed property
1,Negative,1870,half land
1,Negative,1870,greedy landlords
1,Negative,1870,distracted land
1,Negative,1870,anxious landowners
1,Negative,1870,afraid landlord
3,Negative,1870,heavy land
1,Negative,1870,unequal allotments
1,Negative,1870,subject lands
1,Negative,1870,previous dispossession
1,Negative,1870,foreign property
1,Negative,1870,uncertain rents
1,Negative,1870,distant tenants
1,Negative,1870,wholesale eviction
2,Negative,1870,mere rents
1,Negative,1870,other eminentmembers
1,Negative,1870,sharp feuds
1,Negative,1870,other eminent
1,Negative,1870,common tenement
1,Negative,1870,wrongful inclosures
1,Negative,1870,average rental
1,Negative,1870,arbitrary inclosure
1,Negative,1870,past inclosures
1,Negative,1870,illegal enclosures
1,Negative,1870,subject inclosures
1,Negative,1870,single property
1,Negative,1870,constant feuds
2,Negative,1870,actual eviction
2,Negative,1870,harsh landlords
2,Negative,1870,worst landlords
2,Negative,1870,average landlord
1,Negative,1870,cruel landlords
1,Negative,1870,unhappy tenantry
1,Negative,1870,relentless landlords
1,Negative,1870,cruel rents
1,Negative,1870,poorer tenant
1,Negative,1870,bad property
1,Negative,1870,few eminent
1,Negative,1870,little rent
1,Negative,1870,small landholders
1,Negative,1870,petty tenants
1,Negative,1870,stiff land
2,Negative,1870,gross rent
1,Negative,1870,usual tenant
1,Negative,1870,ignorant landowners
5,Negative,1870,lying lands
1,Negative,1870,other landmarks
2,Negative,1870,drained land
1,Negative,1870,lower leasehold
1,Negative,1870,traditional feuds
1,Negative,1870,unhappy land
1,Negative,1870,poor landowners
2,Negative,1870,apprehended eviction
2,Negative,1870,unfortunate tenantry
1,Negative,1870,common lease
1,Negative,1870,oppressed land
1,Negative,1870,sharp landlord
1,Negative,1870,wicked landlord
2,Negative,1870,small landowner
1,Negative,1870,broken tenants
2,Negative,1870,long leaseholds
3,Negative,1870,disputed lands
1,Negative,1870,careless landlords
1,Negative,1870,single landlord
1,Negative,1870,lowest tenements
2,Negative,1870,subject rents
1,Negative,1870,bad rent
1,Negative,1870,ignorant landowner
1,Negative,1870,endless feuds
1,Negative,1870,aged landlord
1,Negative,1870,oppressed tenants
1,Negative,1870,possible feuds
1,Negative,1870,mere landsharks
1,Negative,1870,inferior tenants
1,Negative,1870,chief feudatories
1,Negative,1870,insolvent tenants
1,Negative,1870,wronged tenant
2,Negative,1870,fraudulent tenant
1,Negative,1870,mere vassal
4,Negative,1870,rapid eviction
2,Negative,1870,unhappy tenants
1,Negative,1870,anxious landlord
1,Negative,1870,unjust landlord
1,Negative,1870,worthless tenements
1,Negative,1870,heartless eviction
1,Negative,1870,ignorant tenant
1,Negative,1870,ordinary landowner
1,Negative,1870,falling rent
1,Negative,1870,needy tenant
1,Negative,1870,doubtful tenant
70,Negative,1880,low rent
26,Negative,1880,less rent
124,Negative,1880,excessive rents
4,Negative,1880,distressed landlords
1,Negative,1870,unnecessary land
3,Negative,1870,small rental
306,Negative,1880,small tenants
131,Negative,1880,other property
116,Negative,1880,unfortunate tenants
24,Negative,1880,unjust eviction
44,Negative,1880,bad landlord
64,Negative,1880,excessive rent
10,Negative,1880,other landowners
1,Negative,1880,poorer landowners
57,Negative,1880,small tenant
104,Negative,1880,bad landlords
31,Negative,1880,single tenant
1,Negative,1880,embarrassed landlord
17,Negative,1880,small landlords
84,Negative,1880,other landlords
86,Negative,1880,harsh evictions
20,Negative,1880,other rents
7,Negative,1880,subject land
61,Negative,1880,other lands
1,Negative,1880,"were—""no rent"
2,Negative,1880,unfortunate land
19,Negative,1880,insolvent tenant
1,Negative,1880,late rent
1,Negative,1880,dent landlords
48,Negative,1880,gross rental
18,Negative,1880,foreign lands
62,Negative,1880,poor tenant
1,Negative,1880,wicked landlord
12,Negative,1880,struggling tenant
23,Negative,1880,poor land
207,Negative,1880,poor tenants
138,Negative,1880,due rent
2,Negative,1880,heavy land
2,Negative,1880,distressed tenant
11,Negative,1880,capricious eviction
6,Negative,1880,small landowner
33,Negative,1880,long lease
23,Negative,1880,small property
14,Negative,1880,single eviction
39,Negative,1880,average rent
11,Negative,1880,small tenantry
1,Negative,1880,difficult land
8,Negative,1880,subject property
4,Negative,1880,poorer tenant
1,Negative,1880,arbitrary landlords
40,Negative,1880,lower rent
5,Negative,1880,rough land
3,Negative,1880,few landowners
9,Negative,1880,poor lands
4,Negative,1880,dishonest landlords
2,Negative,1880,tyrannical landlords
9,Negative,1880,lower rents
3,Negative,1880,previous landlords
19,Negative,1880,common property
2,Negative,1880,lower land
3,Negative,1880,lower lands
19,Negative,1880,stolen property
62,Negative,1880,common land
49,Negative,1880,few landlords
4,Negative,1880,arbitrary evictions
8,Negative,1880,hard landlords
3,Negative,1880,little rent
1,Negative,1880,irish absentees
13,Negative,1880,wholesale eviction
6,Negative,1880,inadequate rent
29,Negative,1880,other tenant
2,Negative,1880,worst tenant
9,Negative,1880,bad tenant
42,Negative,1880,unfortunate tenant
16,Negative,1880,unable tenants
1,Negative,1880,relentless landlords
48,Negative,1880,unfair rent
1,Negative,1880,unsettled property
42,Negative,1880,ordinary tenants
38,Negative,1880,ordinary tenant
2,Negative,1880,oppressed tenant
4,Negative,1880,inferior land
1,Negative,1880,incapable land
11,Negative,1880,harsh landlord
21,Negative,1880,cruel evictions
10,Negative,1880,subject tenancy
3,Negative,1880,bankrupt tenant
147,Negative,1880,other tenants
2,Negative,1880,accidental tenant
45,Negative,1880,poorer tenants
25,Negative,1880,low rents
1,Negative,1880,few demesnes
7,Negative,1880,arbitrary eviction
4,Negative,1880,threatened eviction
1,Negative,1880,odd tenant
4,Negative,1880,other allotments
12,Negative,1880,average rental
5,Negative,1880,poorest land
22,Negative,1880,insolvent tenants
1,Negative,1880,mere tenancy
1,Negative,1880,sanguinary feuds
2,Negative,1880,average land
3,Negative,1880,worse landlord
9,Negative,1880,small rent
7,Negative,1880,suffering tenants
1,Negative,1880,poor herbage
45,Negative,1880,long leases
12,Negative,1880,other landlord
18,Negative,1880,single landlord
3,Negative,1880,unfair lease
1,Negative,1880,starving landlord
2,Negative,1880,litigious tenant
2,Negative,1880,extreme rents
30,Negative,1880,unfair rents
1,Negative,1880,slight rent
1,Negative,1880,starved landlords
2,Negative,1880,usual rents
1,Negative,1880,few renters
15,Negative,1880,bad land
11,Negative,1880,ordinary lease
9,Negative,1880,unfortunate landlord
19,Negative,1880,ordinary tenancy
19,Negative,1880,small allotments
91,Negative,1880,unjust rents
4,Negative,1880,fraudulent tenants
1,Negative,1880,excessive rental
19,Negative,1880,few tenants
4,Negative,1880,hard landlord
11,Negative,1880,miserable tenants
27,Negative,1880,small tenements
1,Negative,1880,demanding rent
2,Negative,1880,poor landlord
1,Negative,1880,poor landowner
8,Negative,1880,struggling tenants
7,Negative,1880,heavy rent
1,Negative,1880,small rental
15,Negative,1880,foreign land
4,Negative,1880,recent eviction
8,Negative,1880,dry land
1,Negative,1880,sham landlord
1,Negative,1880,sham property
1,Negative,1880,suffering landlord
57,Negative,1880,impossible rents
53,Negative,1880,unjust rent
4,Negative,1880,embarrassed tenant
14,Negative,1880,worst landlords
7,Negative,1880,unjust landlord
7,Negative,1880,cruel landlords
1,Negative,1880,unfortunate landowner
1,Negative,1880,violent feuds
54,Negative,1880,other land
20,Negative,1880,due rents
1,Negative,1880,unrighteous eviction
2,Negative,1880,exhausted land
3,Negative,1880,unfortunate landowners
16,Negative,1880,harsh landlords
3,Negative,1880,mere tenant
1,Negative,1880,serious landslip
5,Negative,1880,miserable tenant
1,Negative,1880,unfair rental
1,Negative,1880,disputed rent
11,Negative,1880,unjust landlords
6,Negative,1880,distant lands
3,Negative,1880,mere rent
4,Negative,1880,average rents
1,Negative,1880,embarrassed landlords
2,Negative,1880,fail rent
2,Negative,1880,charged rent
2,Negative,1880,few tenant
1,Negative,1880,less landlord
1,Negative,1880,low landlords
1,Negative,1880,ordinary lessee
1,Negative,1880,notorious lease
4,Negative,1880,extreme rent
1,Negative,1880,discontented landlords
1,Negative,1880,dissatisfied tenant
1,Negative,1880,cautious tenants
1,Negative,1870,wasted land
1,Negative,1870,black land
4,Negative,1880,terrible evictions
1,Negative,1880,helpless tenant
37,Negative,1880,unjust evictions
13,Negative,1880,little land
1,Negative,1880,ordinary landowners
2,Negative,1880,habitual absentee
1,Negative,1880,only absentee
1,Negative,1880,starving tenantry
1,Negative,1880,harassed tenant
2,Negative,1880,liable land
1,Negative,1870,starving tenantry
1,Negative,1880,worse tenants
3,Negative,1880,single rent
1,Negative,1880,other vassals
1,Negative,1880,worst renting
12,Negative,1880,little property
4,Negative,1880,less land
9,Negative,1880,late tenant
1,Negative,1880,unknown landlord
1,Negative,1880,guilty landlords
1,Negative,1880,arbitrarily rent
8,Negative,1880,unfortunate landlords
10,Negative,1880,distressed tenants
1,Negative,1880,bad landowners
2,Negative,1880,selfish landlord
1,Negative,1880,feudal landowners
1,Negative,1880,feudal landlordism
1,Negative,1880,suspending eviction
3,Negative,1880,oppressed tenantry
1,Negative,1880,unhappy landowner
19,Negative,1880,poor tenantry
5,Negative,1880,distressed tenantry
1,Negative,1880,crushing rent
1,Negative,1870,extreme landlordism
14,Negative,1880,unfortunate tenantry
1,Negative,1880,needy tenant
1,Negative,1880,internal feuds
5,Negative,1880,distant land
3,Negative,1880,unfair evictions
1,Negative,1880,outraged tenants
12,Negative,1880,poor landlords
7,Negative,1880,oppressed tenants
1,Negative,1880,miserable allotments
1,Negative,1880,little allotments
2,Negative,1880,unsold lands
1,Negative,1880,bitter feuds
8,Negative,1880,starving tenants
1,Negative,1880,unjust landlordism
4,Negative,1880,ordinary property
16,Negative,1880,previous rent
5,Negative,1880,oppressive landlord
1,Negative,1880,mere rentcharger
3,Negative,1880,anxious tenant
9,Negative,1880,ordinary rent
6,Negative,1880,other rent
7,Negative,1880,gross rent
2,Negative,1880,heartless evictions
4,Negative,1880,previous tenancy
1,Negative,1880,little tenant
4,Negative,1880,worthless land
1,Negative,1880,illegal property
1,Negative,1880,unable landlord
1,Negative,1880,unable landed
10,Negative,1880,dishonest tenant
11,Negative,1880,dishonest tenants
4,Negative,1880,single landlords
2,Negative,1880,indifferent land
1,Negative,1880,excessive evictions
1,Negative,1880,impossible tenants
2,Negative,1880,needy landlord
2,Negative,1880,cruel landlord
1,Negative,1880,just eviction
13,Negative,1880,impossible rent
1,Negative,1880,bad rents
2,Negative,1880,lowest rent
1,Negative,1880,weary land
1,Negative,1880,notorious renters
1,Negative,1880,particular eviction
1,Negative,1880,predatory landlords
1,Negative,1880,oppressive leases
5,Negative,1880,oppressive lease
3,Negative,1880,poorer tenantry
1,Negative,1880,"words—""no rent"
5,Negative,1880,unjust leases
1,Negative,1880,limited tenant
3,Negative,1880,boycotted landlord
2,Negative,1880,oppressive rent
5,Negative,1880,ordinary rents
1,Negative,1880,drained lands
4,Negative,1880,waste lands
8,Negative,1880,heavy rents
13,Negative,1880,other leases
1,Negative,1880,less leases
13,Negative,1880,previous tenant
4,Negative,1880,previous tenants
2,Negative,1880,harsh leases
2,Negative,1880,unfair leases
1,Negative,1870,unfortunate landlords
1,Negative,1870,needy landowners
8,Negative,1880,threatened evictions
1,Negative,1880,feudal tenant
1,Negative,1880,desperate tenants
1,Negative,1880,vicious leases
2,Negative,1880,gross tenement
3,Negative,1880,unhappy land
1,Negative,1880,speculative rents
1,Negative,1880,natural eviction
15,Negative,1880,small landowners
1,Negative,1870,charged rent
5,Negative,1880,single landowner
2,Negative,1880,small tenancy
1,Negative,1880,careless tenant
5,Negative,1880,miserable tenantry
3,Negative,1880,unhappy tenantry
1,Negative,1880,average evictions
1,Negative,1880,embarrassed tenantry
4,Negative,1880,embarrassed tenants
10,Negative,1880,bad tenants
1,Negative,1880,cold lands
2,Negative,1880,ordinary landlords
1,Negative,1880,unhappy landlords
3,Negative,1880,low lands
1,Negative,1880,cold leaseholders
1,Negative,1880,odd tenants
2,Negative,1880,liable tenants
5,Negative,1880,unhappy tenants
1,Negative,1880,indifferent tenant
2,Negative,1880,subject tenant
1,Negative,1880,called absentees
1,Negative,1880,immemorial absentees
2,Negative,1880,unhappy landlord
20,Negative,1880,actual eviction
1,Negative,1880,reluctant landlord
2,Negative,1880,previous leases
1,Negative,1880,questionable leases
1,Negative,1880,fraudulent leases
1,Negative,1880,needy tenants
1,Negative,1880,insolvent property
3,Negative,1880,speculative tenant
1,Negative,1870,more absentees
1,Negative,1870,oppressive landlordism
2,Negative,1880,mere property
1,Negative,1880,least rent
4,Negative,1880,small landlord
1,Negative,1880,dispossessed landlord
29,Negative,1880,common lands
1,Negative,1880,discontented tenantry
1,Negative,1880,poor allotments
1,Negative,1880,small rentals
2,Negative,1880,helpless tenants
2,Negative,1880,mere chattel
1,Negative,1880,disturbed land
1,Negative,1880,terrible land
1,Negative,1880,inferior property
1,Negative,1880,broken tenant
1,Negative,1880,embarrassed landowners
8,Negative,1880,foreign property
2,Negative,1880,single tenements
1,Negative,1880,stupid tenants
4,Negative,1880,common tenants
1,Negative,1880,common tenancy
5,Negative,1880,single tenement
22,Negative,1880,poor crofters
1,Negative,1880,unrestricted eviction
4,Negative,1880,lying land
1,Negative,1880,harshest renters
1,Negative,1880,"effect—""no rent"
2,Negative,1880,notorious renter
1,Negative,1880,notorious landlords
1,Negative,1880,other demesnes
5,Negative,1880,past rent
2,Negative,1880,small landholders
1,Negative,1880,poorer landlords
1,Negative,1880,mere eviction
1,Negative,1880,concerned landlords
2,Negative,1880,starved tenants
1,Negative,1880,inferior lands
4,Negative,1880,waste land
3,Negative,1880,broken tenants
3,Negative,1880,excessive renting
1,Negative,1880,costly property
2,Negative,1880,former eviction
1,Negative,1880,liable rent
1,Negative,1880,rebellious zemindar
1,Negative,1880,previous zemindar
6,Negative,1880,lying lands
1,Negative,1880,bad tenancy
2,Negative,1880,old feuds
1,Negative,1880,careless landlords
1,Negative,1880,wicked landlords
1,Negative,1880,unequal rents
4,Negative,1880,worst land
1,Negative,1880,worn land
1,Negative,1880,insignificant tenants
2,Negative,1880,idiotic landlords
2,Negative,1880,worst tenants
1,Negative,1880,low land
1,Negative,1880,extreme depopulation
2,Negative,1880,heavy tenant
4,Negative,1880,irish eviction
2,Negative,1880,fraudulent tenant
2,Negative,1880,limited rent
1,Negative,1880,past tenant
1,Negative,1880,average absenteeism
4,Negative,1880,subject tenants
1,Negative,1880,small inclosure
1,Negative,1880,obsolete property
1,Negative,1880,useless property
1,Negative,1880,other squatter
1,Negative,1880,obnoxious crofters
1,Negative,1880,half landlord
2,Negative,1880,stiff land
1,Negative,1880,agitating tenant
3,Negative,1880,ignorant tenant
3,Negative,1880,single lease
2,Negative,1880,such eviction
1,Negative,1880,worthless property
1,Negative,1880,foreign landholders
1,Negative,1880,ordinary lands
2,Negative,1880,disputed property
1,Negative,1880,victimised tenants
1,Negative,1880,victimized tenant
2,Negative,1880,incompetent tenants
4,Negative,1880,poorest tenants
1,Negative,1880,incapable landlords
4,Negative,1880,broken landlords
1,Negative,1880,decreased rent
1,Negative,1880,subject allotments
1,Negative,1880,due rentcharge
1,Negative,1880,feudal vassals
1,Negative,1880,regular absentees
1,Negative,1880,subject lands
3,Negative,1880,small feuars
1,Negative,1880,such absentees
1,Negative,1880,disputed lands
1,Negative,1880,alleged occupancy
1,Negative,1880,ruinous rents
1,Negative,1880,agitating crofters
8,Negative,1880,unfortunate crofters
1,Negative,1880,average crofters
2,Negative,1880,starving crofters
1,Negative,1880,worse land
1,Negative,1880,mere tenants
1,Negative,1880,green lands
5,Negative,1880,bankrupt landlords
2,Negative,1880,other leasehold
2,Negative,1880,small leases
1,Negative,1880,hereditary feuds
2,Negative,1880,boycotted land
3,Negative,1880,rotten landlords
8,Negative,1880,poor crofter
2,Negative,1880,poorer land
1,Negative,1880,unemployed land
1,Negative,1880,unjust rental
1,Negative,1880,reluctant landowners
3,Negative,1880,cruel eviction
1,Negative,1880,lowest subaltern
1,Negative,1880,poorer crofter
1,Negative,1880,oppressed crofters
2,Negative,1880,proposed eviction
2,Negative,1880,mere squatters
5,Negative,1880,single crofter
10,Negative,1880,small crofters
5,Negative,1880,other crofters
1,Negative,1880,green land
1,Negative,1880,reckless landlord
10,Negative,1880,small crofts
5,Negative,1880,small croft
13,Negative,1880,small leaseholders
1,Negative,1880,dead tenant
2,Negative,1880,small crofter
1,Negative,1880,absentee landlords
5,Negative,1880,suffering tenant
2,Negative,1880,ordinary leases
1,Negative,1880,broken tenements
1,Negative,1880,doubt depopulation
1,Negative,1880,adverse lands
1,Negative,1880,bad rent
1,Negative,1880,alleged hypothecation
2,Negative,1880,single tenants
1,Negative,1880,speculative land
1,Negative,1880,costly rentals
4,Negative,1880,other enclosures
7,Negative,1880,small rents
1,Negative,1880,military tenants
1,Negative,1880,annoy landlords
1,Negative,1880,isolated crofter
1,Negative,1880,disproportionate rents
1,Negative,1880,oppressive landlordism
1,Negative,1880,foreign landlords
1,Negative,1880,average landowner
1,Negative,1880,embarrassed landowner
2,Negative,1880,convicted renters
1,Negative,1880,less rents
1,Negative,1880,alleged depopulation
1,Negative,1880,alone land
1,Negative,1880,grievous landlords
1,Negative,1880,many eviction
1,Negative,1880,poor chattels
8,Negative,1880,few evictions
2,Negative,1880,ruthless evictions
3,Negative,1880,organized eviction
1,Negative,1880,half crofters
1,Negative,1880,absentee landlord
1,Negative,1880,wrong rents
1,Negative,1880,liable property
3,Negative,1880,poor property
1,Negative,1880,infamous rents
1,Negative,1880,selfish landowners
1,Negative,1880,other absentee
1,Negative,1880,other landowner
1,Negative,1880,less rental
4,Negative,1880,oppressive rents
4,Negative,1880,other tenantry
1,Negative,1880,serious eviction
1,Negative,1880,reluctant tenants
2,Negative,1880,next eviction
1,Negative,1880,irish landlord—[cries
1,Negative,1880,refused rents
2,Negative,1880,ordinary landlord
5,Negative,1880,other evictions
1,Negative,1880,iniquitous eviction
1,Negative,1880,ruthless landlords
1,Negative,1880,worthless tenants
1,Negative,1880,unfortunate property
2,Negative,1880,late evictions
4,Negative,1880,barbarous evictions
1,Negative,1880,dissatisfied crofter
1,Negative,1880,miserable crofters
1,Negative,1880,poorest tenant
1,Negative,1880,indiscriminate eviction
1,Negative,1880,partial evictions
1,Negative,1880,ordinary leaseholds
1,Negative,1880,gross rents
1,Negative,1880,little landlords
1,Negative,1880,impossible land
1,Negative,1880,anxious tenants
5,Negative,1880,average landlord
1,Negative,1880,persecuted tenantry
1,Negative,1880,unfortunate evictions
1,Negative,1880,arbitrary rent
1,Negative,1880,anxious landlord
1,Negative,1880,heartless landlord
1,Negative,1880,late eviction
5,Negative,1880,attempted eviction
1,Negative,1880,last eviction
1,Negative,1880,undeserving landlords
2,Negative,1880,unfortunate lessee
3,Negative,1880,needy landlords
6,Negative,1880,intended eviction
1,Negative,1880,bad landlordism
1,Negative,1880,little landlord
1,Negative,1880,little landowners
5,Negative,1880,illegal inclosures
1,Negative,1880,illegal inclosure
5,Negative,1880,lazy tenant
1,Negative,1880,unintelligent tenant
1,Negative,1880,unjustifiable eviction
1,Negative,1880,unfortunate lease
2,Negative,1880,small feus
1,Negative,1880,few crofters
1,Negative,1880,dying crofter
1,Negative,1880,due rental
1,Negative,1880,suspended rent
6,Negative,1880,bankrupt tenants
1,Negative,1880,actnal eviction
2,Negative,1880,single property
2,Negative,1880,weak tenants
1,Negative,1880,homeless tenants
1,Negative,1880,ruined tenant
2,Negative,1880,combined eviction
3,Negative,1880,stricken tenants
1,Negative,1880,increased eviction
3,Negative,1880,half rents
1,Negative,1880,murderous rent
6,Negative,1880,harsh eviction
1,Negative,1880,horrible evictions
6,Negative,1880,real eviction
4,Negative,1880,convicted renter
1,Negative,1880,past feuds
1,Negative,1880,unfair eviction
1,Negative,1880,stern eviction
1,Negative,1880,stopping evictions
1,Negative,1880,ruthless eviction
1,Negative,1880,alien landlords
1,Negative,1880,small squatters
2,Negative,1880,oppressive evictions
3,Negative,1880,reluctant landlords
1,Negative,1880,unjust lease
1,Negative,1880,difficult rents
1,Negative,1880,miserable rent
1,Negative,1880,general eviction
1,Negative,1880,little renting
4,Negative,1880,worst landlord
1,Negative,1880,worn landlords
1,Negative,1880,other absentees
1,Negative,1880,odd absentees
3,Negative,1880,needless evictions
1,Negative,1880,boundless land
1,Negative,1880,burdensome tenants
1,Negative,1880,harsh rents
1,Negative,1880,foolish landlords
2,Negative,1880,unable tenant
1,Negative,1880,average landlordism
4,Negative,1880,past landlords
1,Negative,1880,expected evictions
5,Negative,1880,unnecessary evictions
1,Negative,1880,low leases
2,Negative,1880,small land
1,Negative,1880,unfortunate zemindars
1,Negative,1880,dispossessed zemindars
3,Negative,1880,unreasonable eviction
1,Negative,1880,forcible eviction
4,Negative,1880,physical eviction
1,Negative,1880,open eviction
1,Negative,1880,obliterated rent
6,Negative,1880,second eviction
1,Negative,1880,ultimate eviction
1,Negative,1880,preliminary eviction
1,Negative,1880,undeserving tenants
1,Negative,1880,late zemindar
1,Negative,1880,poor leaseholder
1,Negative,1880,terrorized tenants
1,Negative,1880,wasted tenements
4,Negative,1880,unfortunate leaseholders
1,Negative,1880,small landholder
1,Negative,1880,lost property
1,Negative,1880,inconvenient property
2,Negative,1880,few rents
1,Negative,1880,fearful rents
1,Negative,1880,miserable rents
1,Negative,1880,criminal tenants
1,Negative,1880,liable rents
2,Negative,1880,subject rent
1,Negative,1880,excessive renters
1,Negative,1880,afraid tenants
1,Negative,1880,offending tenant
1,Negative,1880,petty tenants
1,Negative,1880,ruined landowner
4,Negative,1880,first eviction
1,Negative,1880,single crofters
1,Negative,1880,civil feuds
1,Negative,1880,irish absentee
1,Negative,1880,racial feuds
2,Negative,1880,other chattels
2,Negative,1880,ruined landlords
2,Negative,1880,starving tenant
1,Negative,1880,dramatic property
1,Negative,1880,illegal turbary
1,Negative,1880,pauperized absentee
1,Negative,1880,bankrupt landlord
2,Negative,1880,notorious landlord
1,Negative,1880,unsettled lands
1,Negative,1880,miserable landlord
1,Negative,1880,half allotments
1,Negative,1880,ordinary landowner
1,Negative,1880,out eviction
1,Negative,1880,dispossessed tenant
3,Negative,1880,constructive eviction
1,Negative,1880,absolute eviction
1,Negative,1880,foolish landlord
2,Negative,1880,single allotment
1,Negative,1880,past rents
1,Negative,1880,isolated tenants
2,Negative,1880,small allotment
1,Negative,1880,brutal landlords
1,Negative,1880,prompt eviction
4,Negative,1880,ignorant tenants
1,Negative,1880,final eviction
1,Negative,1880,limited land
1,Negative,1880,reluctant landlowner
