nation,concern,decade,n
Russia,frontier,1880,3
Russia,frontier,1900,3
Russia,gulf,1900,1
Russia,herring,1900,1
Russia,herrings,1800,1
Russia,holders,1870,1
Russia,imports,1900,2
Russia,intervention,1870,2
Russia,island,1890,1
Russia,jews,1880,1
Russia,jews,1890,1
Russia,late,1890,1
Russia,letter,1850,3
Russia,mackerel,1890,2
Russia,merchant,1880,1
Russia,message,1810,3
Russia,message,1850,1
Russia,minor,1900,1
Russia,overtures,1800,1
Russia,passports,1900,1
Russia,persecution,1840,1
Russia,persecution,1880,1
Russia,petroleum,1880,1
Russia,plague,1880,1
Russia,port,1870,1
Russia,port,1890,2
Russia,ports,1870,1
Russia,quarantine,1870,1
Russia,railway,1900,3
Russia,railway,1910,2
Russia,railway concessions,1900,2
Russia,railway concessions,1910,4
Russia,railways,1900,4
Russia,relative,1800,1
Russia,religious,1840,2
Russia,religious,1890,2
Russia,religious persecution,1840,1
Russia,representation,1900,2
Russia,right,1880,2
Russia,river,1880,1
Russia,rumoured,1870,1
Russia,rumoured,1880,1
Russia,seizure,1880,1
Russia,seizure,1900,1
Russia,shipowners,1900,4
Russia,shipping,1900,6
Russia,shipping claims,1900,3
Russia,ships,1870,2
Russia,smokeless,1900,1
Russia,states,1870,1
Russia,states,1890,1
Russia,station,1900,2
Russia,steam,1900,4
Russia,suez canal,1870,4
Russia,sugar,1900,4
Russia,telegrams,1890,1
Russia,times,1900,1
Russia,unrest,1900,1
Russia,vessels,1870,2
Russia,wages,1910,4
Russia,workers,1910,2
Russia,advance,1870,4
Russia,advance,1880,20
Russia,advance,1900,2
Russia,aliens,1900,2
Russia,ambassador,1810,1
Russia,ambassador,1830,1
Russia,arbitration,1880,2
Russia,armed,1900,1
Russia,armistice,1870,3
Russia,artisans,1870,1
Russia,assurances,1890,1
Russia,blockade,1850,6
Russia,boundary,1880,2
Russia,boundary treaty,1880,1
Russia,british vessels,1900,2
Russia,canal,1900,1
Russia,cargoes,1890,1
Russia,carriage,1890,1
Russia,cent,1900,1
Russia,coaling,1900,1
Russia,coals,1900,1
Russia,coasting,1890,1
Russia,coasting trade,1890,1
Russia,commercial,1890,1
Russia,commercial,1900,1
Russia,commercial treaty,1900,1
Russia,concession,1900,1
Russia,consul,1900,2
Russia,conveyance,1850,1
Russia,correspondence,1850,2
Russia,cotton,1890,2
Russia,cotton mills,1890,1
Russia,cruiser,1900,1
Russia,cruisers,1890,1
Russia,cruisers,1900,5
Russia,deer,1880,1
Russia,demands,1890,1
Russia,detention,1900,1
Russia,dockyards,1870,1
Russia,empire,1890,1
Russia,envoy,1870,1
Russia,explosive,1860,2
Russia,fisheries,1910,6
Russia,fleets,1900,1
Russia,forts,1850,1
Russia,free,1890,1
Russia,frontier,1870,1
Russia,frontier,1880,3
Russia,frontier,1900,1
Russia,game,1880,2
Russia,gold,1900,2
Russia,graves,1870,1
Russia,harbour,1890,1
Russia,hares,1880,1
Russia,herrings,1900,1
Russia,ice,1890,1
Russia,immigrants,1890,3
Russia,import,1900,1
Russia,imports,1900,6
Russia,influence,1900,1
Russia,insurrection,1880,3
Russia,interpreters,1890,1
Russia,interpreters,1900,2
Russia,intervention,1840,2
Russia,island,1880,1
Russia,jews,1900,1
Russia,language,1890,3
Russia,late,1900,1
Russia,mail,1900,1
Russia,mail steamers,1900,1
Russia,map,1880,4
Russia,medicines,1900,1
Russia,men,1900,3
Russia,merchandise,1910,2
Russia,movements,1850,1
Russia,movements,1900,1
Russia,oats,1890,2
Russia,officers,1870,1
Russia,officers,1880,1
Russia,officers,1890,3
Russia,officers,1900,7
Russia,passage,1900,5
Russia,petroleum,1890,1
Russia,port,1890,1
Russia,ports,1850,2
Russia,ports,1900,4
Russia,programme,1890,1
Russia,programme,1900,1
Russia,protest,1890,1
Russia,railway,1880,1
Russia,railway,1890,2
Russia,railway,1900,1
Russia,railway concessions,1890,2
Russia,railways,1880,2
Russia,railways,1890,2
Russia,railways,1900,2
Russia,refugees,1900,2
Russia,relative,1810,1
Russia,retirement,1900,1
Russia,riots,1890,1
Russia,river,1870,1
Russia,sailor,1890,1
Russia,sailors,1900,1
Russia,sale,1850,1
Russia,seamen,1890,1
Russia,secret,1850,2
Russia,securities,1850,2
Russia,security,1810,1
Russia,seizure,1900,1
Russia,seizures,1890,2
Russia,seizures,1900,4
Russia,settlements,1870,1
Russia,ship,1880,1
Russia,shipbuilding,1900,2
Russia,shipbuilding programme,1900,1
Russia,ships,1850,6
Russia,ships,1890,2
Russia,ships,1900,12
Russia,ships,1910,4
Russia,sinking,1900,3
Russia,states,1860,1
Russia,states,1870,1
Russia,station,1900,1
Russia,statistics,1880,1
Russia,steamers,1900,3
Russia,suez canal,1900,1
Russia,sugar,1900,4
Russia,sugars,1900,1
Russia,tea,1900,4
Russia,tea,1910,4
Russia,trade marks,1900,1
Russia,travellers,1890,1
Russia,troops,1850,2
Russia,troops,1870,2
Russia,troops,1890,2
Russia,troops,1900,16
Russia,troops,1910,8
Russia,vessels,1890,2
Russia,vessels,1900,6
Russia,volunteer,1890,2
Russia,volunteer,1900,2
Russia,waters,1890,2
Russia,waters,1900,2
Samoa,bombardment,1900,2
Samoa,chief,1890,1
Samoa,compensation,1900,1
Samoa,consul,1890,1
Samoa,foreigners,1890,1
Samoa,hurricane,1880,1
Samoa,residents,1900,1
Samoa,squadron,1880,1
Sardinia,easter,1840,1
Savoy,annexation,1860,7
Savoy,commercial,1860,1
Savoy,commercial treaty,1860,1
Saxony,demonstrations,1900,1
Scotland,advocate,1880,2
Scotland,agricultural,1880,2
Scotland,agriculture,1900,2
Scotland,aid,1890,1
Scotland,aid,1900,2
Scotland,aid,1910,2
Scotland,aided,1900,1
Scotland,alleged overcrowding,1890,2
Scotland,appeal,1830,2
Scotland,arms,1880,1
Scotland,army clothing,1900,1
Scotland,art,1880,2
Scotland,art,1890,2
Scotland,assault,1890,1
Scotland,asylum,1810,2
Scotland,auxiliary,1880,2
Scotland,bank,1880,1
Scotland,bank,1890,1
Scotland,banking,1820,1
Scotland,banking,1840,1
Scotland,banking system,1820,1
Scotland,bankrupt,1850,1
Scotland,bankruptcy,1880,2
Scotland,banks,1840,4
Scotland,banks,1880,4
Scotland,barrels,1880,1
Scotland,battalion,1880,1
Scotland,beam,1890,1
Scotland,beam trawling,1890,1
Scotland,bell,1820,1
Scotland,bench,1890,1
Scotland,bishops,1850,2
Scotland,bishops,1860,2
Scotland,boats,1880,2
Scotland,boys,1900,1
Scotland,building,1880,1
Scotland,catholic,1890,2
Scotland,catholic,1900,2
Scotland,catholic chaplains,1890,1
Scotland,catholic chaplains,1900,1
Scotland,cattle,1890,4
Scotland,chaplains,1890,1
Scotland,chaplains,1900,1
Scotland,charges,1890,1
Scotland,charges,1900,1
Scotland,children,1890,4
Scotland,children,1900,4
Scotland,church,1830,2
Scotland,church,1840,14
Scotland,church,1850,2
Scotland,church,1890,4
Scotland,church,1900,2
Scotland,clergy,1850,1
Scotland,clock,1880,2
Scotland,clothing,1900,1
Scotland,coal,1890,6
Scotland,coal,1900,3
Scotland,coal strike,1890,1
Scotland,code,1870,1
Scotland,code,1880,1
Scotland,code,1890,12
Scotland,college,1900,2
Scotland,collieries,1900,2
Scotland,commissary,1820,2
Scotland,congested,1890,1
Scotland,congested,1900,2
Scotland,congested districts,1890,2
Scotland,congested districts,1900,4
Scotland,constitution,1880,1
Scotland,contracts,1890,2
Scotland,contracts,1900,1
Scotland,conveyance,1880,1
Scotland,cookery,1880,1
Scotland,corn,1890,2
Scotland,corn mills,1890,1
Scotland,cost,1900,4
Scotland,cost,1910,4
Scotland,council,1890,3
Scotland,crofter,1890,1
Scotland,crofters,1880,4
Scotland,crofters,1890,2
Scotland,crofters,1900,1
Scotland,crofting,1900,1
Scotland,cruiser,1890,2
Scotland,cruiser,1910,2
Scotland,cruisers,1890,1
Scotland,currency,1820,2
Scotland,deer,1880,1
Scotland,deer forests,1880,1
Scotland,deportation,1900,1
Scotland,deputation,1880,1
Scotland,disestablishment,1890,6
Scotland,distilleries,1840,1
Scotland,drawing,1880,1
Scotland,drawing,1910,2
Scotland,duelling,1810,1
Scotland,ecclesiastical,1850,1
Scotland,education,1870,10
Scotland,education,1880,30
Scotland,education,1890,100
Scotland,education,1900,20
Scotland,education,1910,20
Scotland,education code,1870,1
Scotland,education code,1880,1
Scotland,education code,1890,12
Scotland,education grant,1890,2
Scotland,educational,1890,1
Scotland,electoral,1890,1
Scotland,elementary,1870,2
Scotland,elementary,1900,1
Scotland,elementary education,1870,1
Scotland,elementary school teachers,1900,1
Scotland,emigrants,1890,1
Scotland,emigration,1880,6
Scotland,employment,1860,2
Scotland,engineer,1900,2
Scotland,engineers,1890,1
Scotland,entail,1820,1
Scotland,entail,1830,1
Scotland,episcopal,1850,2
Scotland,eviction,1880,2
Scotland,exports,1900,1
Scotland,express,1900,1
Scotland,farm,1890,2
Scotland,fee,1890,1
Scotland,fee,1900,1
Scotland,firms,1900,1
Scotland,firth,1880,1
Scotland,fish,1810,1
Scotland,fisheries,1830,3
Scotland,fisheries,1870,3
Scotland,fisheries,1880,9
Scotland,fisheries,1890,42
Scotland,fisheries,1900,9
Scotland,fisheries,1910,6
Scotland,fishermen,1850,1
Scotland,fishermen,1890,1
Scotland,fishery,1800,2
Scotland,fishery,1880,16
Scotland,fishery,1890,28
Scotland,fishery cruiser,1890,2
Scotland,fishing,1880,6
Scotland,fishing,1890,4
Scotland,fishing,1900,4
Scotland,fishing boats,1880,2
Scotland,fishing rights,1880,1
Scotland,fleets,1900,1
Scotland,foreshores,1890,1
Scotland,forests,1880,2
Scotland,fortress,1890,1
Scotland,free,1840,1
Scotland,free,1890,1
Scotland,free church,1840,1
Scotland,game,1810,2
Scotland,grievances,1890,1
Scotland,harbours,1890,4
Scotland,health,1880,2
Scotland,health,1890,6
Scotland,herring,1880,2
Scotland,herring,1890,3
Scotland,herring,1900,1
Scotland,herring fishery,1880,2
Scotland,herring fishery,1890,4
Scotland,herrings,1890,2
Scotland,historical,1870,1
Scotland,hospitals,1900,1
Scotland,illegal trawling,1890,6
Scotland,illegal trawling,1900,2
Scotland,import,1890,1
Scotland,imprisonment,1880,2
Scotland,insanitary,1890,1
Scotland,instruction,1900,1
Scotland,issue,1890,1
Scotland,labour,1880,2
Scotland,labour,1900,2
Scotland,lands,1890,2
Scotland,leases,1890,1
Scotland,legal,1880,1
Scotland,lighting,1890,2
Scotland,lights,1890,2
Scotland,linen,1820,1
Scotland,living,1900,1
Scotland,lobster,1880,1
Scotland,local rates,1880,3
Scotland,local rates,1890,3
Scotland,luggage,1900,1
Scotland,lunatic asylum,1810,1
Scotland,lunatics,1880,1
Scotland,magistrates,1890,1
Scotland,mail,1880,2
Scotland,mail,1890,2
Scotland,mails,1840,1
Scotland,mails,1880,3
Scotland,mails,1890,3
Scotland,mails,1900,1
Scotland,malt,1820,1
Scotland,manufacture,1820,1
Scotland,manufacturing,1810,1
Scotland,marriage,1850,1
Scotland,measures,1880,1
Scotland,medical,1890,5
Scotland,mercantile,1900,1
Scotland,miners,1880,1
Scotland,mines,1890,1
Scotland,mint,1890,1
Scotland,mission stations,1880,1
Scotland,monopoly,1890,1
Scotland,navigation,1890,2
Scotland,officers,1890,10
Scotland,officers,1900,2
Scotland,overcrowding,1890,4
Scotland,pauper,1850,2
Scotland,pauper,1880,2
Scotland,paupers,1830,9
Scotland,paupers,1840,3
Scotland,paupers,1850,3
Scotland,paupers,1900,3
Scotland,pay,1900,1
Scotland,paying,1890,1
Scotland,peerage,1820,1
Scotland,peers,1820,1
Scotland,peers,1840,1
Scotland,peers,1850,2
Scotland,pension,1890,2
Scotland,pensions,1900,1
Scotland,poacher,1890,1
Scotland,poaching,1910,2
Scotland,police,1880,1
Scotland,police,1890,5
Scotland,police,1900,1
Scotland,pollution,1880,1
Scotland,poor,1810,2
Scotland,poor,1820,1
Scotland,poor,1830,1
Scotland,poor,1860,1
Scotland,poor,1880,1
Scotland,poor,1890,3
Scotland,poor relief,1810,2
Scotland,potatoes,1890,2
Scotland,potatoes,1910,4
Scotland,practice,1890,1
Scotland,practice,1900,1
Scotland,prison,1890,3
Scotland,prison administration,1890,1
Scotland,prison officials,1890,1
Scotland,prison warders,1890,1
Scotland,prisons,1890,21
Scotland,prisons,1900,3
Scotland,professors,1890,1
Scotland,protection,1890,4
Scotland,protection,1900,2
Scotland,railway,1890,5
Scotland,railway rates,1890,1
Scotland,railway station,1890,1
Scotland,railway strike,1890,1
Scotland,railways,1900,2
Scotland,receipt,1900,1
Scotland,representation,1820,6
Scotland,representation,1900,2
Scotland,results,1890,1
Scotland,rivers,1910,2
Scotland,roman,1900,1
Scotland,salmon,1800,1
Scotland,salmon,1880,3
Scotland,salmon,1890,4
Scotland,salmon fisheries,1880,1
Scotland,salmon fisheries,1890,3
Scotland,salmon fishery,1800,1
Scotland,salmon fishing,1880,1
Scotland,salmon fishing,1890,1
Scotland,salmon fishings,1880,1
Scotland,sanitary,1900,1
Scotland,school,1890,10
Scotland,school,1900,1
Scotland,school children,1890,1
Scotland,school teachers,1890,3
Scotland,school teachers,1900,3
Scotland,schoolmasters,1890,1
Scotland,schools,1880,2
Scotland,schools,1890,14
Scotland,schools,1900,12
Scotland,science,1880,3
Scotland,science,1890,3
Scotland,secondary education,1890,2
Scotland,seed,1890,2
Scotland,seed potatoes,1890,1
Scotland,servants,1890,1
Scotland,settlement,1820,2
Scotland,settlement,1890,2
Scotland,settlements,1820,1
Scotland,settlers,1890,1
Scotland,severe,1890,1
Scotland,sheriff,1880,1
Scotland,sheriff,1890,1
Scotland,smokeless,1900,1
Scotland,smokeless coal,1900,1
Scotland,smuggling,1880,1
Scotland,spirits,1820,3
Scotland,station,1890,1
Scotland,statistics,1850,1
Scotland,steamers,1890,1
Scotland,strike,1890,2
Scotland,substitutes,1890,1
Scotland,superannuation,1890,6
Scotland,superannuation,1900,2
Scotland,systems,1900,1
Scotland,teachers,1890,3
Scotland,teachers,1900,3
Scotland,teachers in receipt of pensions,1900,1
Scotland,teaching,1900,2
Scotland,tenders,1890,1
Scotland,tests,1890,1
Scotland,theological,1890,2
Scotland,tickets,1890,1
Scotland,times,1900,1
Scotland,transit,1890,2
Scotland,travelling,1890,1
Scotland,trawlers,1890,1
Scotland,trawlers,1900,1
Scotland,trawling,1880,1
Scotland,trawling,1890,7
Scotland,trawling,1900,1
Scotland,trial,1810,2
Scotland,turnpikes,1830,1
Scotland,universities,1830,1
Scotland,universities,1840,2
Scotland,universities,1850,2
Scotland,universities,1880,2
Scotland,universities,1890,5
Scotland,university,1880,3
Scotland,university,1890,2
Scotland,vaccination,1900,2
Scotland,vagrants,1830,3
Scotland,valuation,1890,2
Scotland,voluntary schools,1890,1
Scotland,volunteer,1890,1
Scotland,water,1890,2
Scotland,water supplies,1890,1
Scotland,waters,1890,8
Scotland,waters,1900,4
Scotland,whalers,1900,1
Scotland,abolition,1860,1
Scotland,abolition,1890,1
Scotland,accident,1890,2
Scotland,accidents,1890,16
Scotland,accidents,1900,4
Scotland,adulteration,1890,2
Scotland,adulteration,1900,2
Scotland,advance,1890,2
Scotland,advances,1880,4
Scotland,advocate,1820,4
Scotland,advocate,1880,2
Scotland,affirmations,1850,1
Scotland,afforestation,1900,6
Scotland,aged,1900,2
Scotland,agrarian,1900,8
Scotland,agrarian crime,1900,2
Scotland,agricultural,1830,1
Scotland,agricultural,1870,1
Scotland,agricultural,1880,11
Scotland,agricultural,1890,11
Scotland,agricultural,1900,9
Scotland,agricultural,1910,8
Scotland,agricultural depression,1880,1
Scotland,agricultural distress,1830,1
Scotland,agricultural holdings,1880,4
Scotland,agricultural holdings,1890,2
Scotland,agricultural holdings,1900,5
Scotland,agricultural holdings,1910,8
Scotland,agricultural labourers,1880,3
Scotland,agricultural land,1890,2
Scotland,agricultural land,1900,1
Scotland,agriculture,1890,2
Scotland,agriculture,1900,6
Scotland,aid,1910,2
Scotland,aided,1890,2
Scotland,aided,1900,2
Scotland,alien,1890,2
Scotland,aliens,1810,2
Scotland,allocation,1900,2
Scotland,allotments,1890,4
Scotland,allotments,1900,8
Scotland,alteration,1890,1
Scotland,animals,1880,10
Scotland,animals,1890,2
Scotland,animals,1900,6
Scotland,areas,1900,1
Scotland,army clothing,1900,1
Scotland,arrest,1880,9
Scotland,art,1880,2
Scotland,art,1890,6
Scotland,artillery,1800,2
Scotland,artisans,1870,1
Scotland,artizans,1880,2
Scotland,asylums,1840,1
Scotland,asylums,1870,1
Scotland,audit,1880,1
Scotland,audit,1890,1
Scotland,auxiliary,1880,4
Scotland,bank,1810,1
Scotland,bank,1820,1
Scotland,bank,1830,1
Scotland,bank,1840,1
Scotland,bank notes,1820,4
Scotland,banking,1820,1
Scotland,banking,1840,3
Scotland,banking,1880,1
Scotland,banking system,1820,1
Scotland,banking system,1840,1
Scotland,bankrupt,1830,1
Scotland,bankrupt,1860,2
Scotland,bankrupt,1880,1
Scotland,bankruptcy,1830,2
Scotland,bankruptcy,1850,10
Scotland,bankruptcy,1890,2
Scotland,bankruptcy,1910,4
Scotland,banks,1840,2
Scotland,banks,1850,4
Scotland,banks,1880,2
Scotland,banks,1890,2
Scotland,bell,1880,1
Scotland,bequest,1880,3
Scotland,bequest,1890,2
Scotland,bible,1830,2
Scotland,births,1840,6
Scotland,births,1850,2
Scotland,births,1880,1
Scotland,births,1900,1
Scotland,births,1910,8
Scotland,blind,1890,2
Scotland,boats,1880,4
Scotland,books,1890,2
Scotland,botanic gardens,1880,1
Scotland,boundary,1880,2
Scotland,boycott,1890,1
Scotland,breeding,1890,1
Scotland,breeding,1900,3
Scotland,bridge,1890,1
Scotland,bridges,1860,2
Scotland,bridges,1870,6
Scotland,bridges,1880,2
Scotland,bridges,1890,10
Scotland,building,1840,1
Scotland,building,1880,1
Scotland,building,1890,1
Scotland,burgh land tax,1890,3
Scotland,burial,1890,2
Scotland,butter,1900,2
Scotland,calf,1900,3
Scotland,camp,1890,2
Scotland,camp,1900,1
Scotland,camp,1910,2
Scotland,canadian cattle,1890,1
Scotland,capital,1890,1
Scotland,carriage,1900,2
Scotland,catholic,1830,2
Scotland,catholic,1870,2
Scotland,catholic,1890,4
Scotland,catholic chaplains,1890,1
Scotland,catholics,1870,2
Scotland,cattle,1880,2
Scotland,cattle,1890,4
Scotland,cattle,1900,2
Scotland,cess,1890,1
Scotland,chancery,1890,2
Scotland,chapel,1880,1
Scotland,chaplain,1900,1
Scotland,chaplains,1840,1
Scotland,chaplains,1890,1
Scotland,charges,1890,1
Scotland,charges,1910,2
Scotland,charities,1880,2
Scotland,charities,1890,2
Scotland,charities,1900,4
Scotland,charity,1830,1
Scotland,charity,1880,1
Scotland,chief,1810,1
Scotland,chief,1880,1
Scotland,children,1880,4
Scotland,children,1890,20
Scotland,children,1900,20
Scotland,children,1910,8
Scotland,church,1830,40
Scotland,church,1840,52
Scotland,church,1860,2
Scotland,church,1870,8
Scotland,church,1880,4
Scotland,church,1890,10
Scotland,church,1900,4
Scotland,churches,1830,3
Scotland,churches,1840,2
Scotland,churches,1870,1
Scotland,churches,1890,2
Scotland,churches,1900,5
Scotland,churchyard,1890,1
Scotland,classification,1890,1
Scotland,close,1890,1
Scotland,closing,1880,2
Scotland,closing,1890,3
Scotland,closing,1900,3
Scotland,closing hours,1890,1
Scotland,clothing,1900,2
Scotland,coal,1880,3
Scotland,coal,1890,3
Scotland,coal mines,1880,2
Scotland,coal strike,1890,1
Scotland,code,1870,2
Scotland,code,1880,3
Scotland,code,1890,3
Scotland,code,1900,1
Scotland,code,1910,4
Scotland,collection,1860,1
Scotland,collection,1900,5
Scotland,collections,1880,1
Scotland,collections,1900,1
Scotland,colliery,1890,1
Scotland,colliery explosion,1890,1
Scotland,commissary,1890,2
Scotland,communications,1890,1
Scotland,compensation,1820,1
Scotland,compensation,1890,3
Scotland,compensation,1900,1
Scotland,confession,1900,1
Scotland,congested,1890,15
Scotland,congested,1900,9
Scotland,congested districts,1890,30
Scotland,congested districts,1900,16
Scotland,consolidated,1890,1
Scotland,consolidation,1840,2
Scotland,consolidation,1890,1
Scotland,consolidation,1900,2
Scotland,constitution,1840,1
Scotland,constitution,1890,1
Scotland,construction,1890,1
Scotland,contagious,1880,5
Scotland,contagious diseases,1880,20
Scotland,contempt,1900,1
Scotland,continuation,1890,1
Scotland,continuation,1900,3
Scotland,contracts,1900,5
Scotland,conversion,1880,4
Scotland,conveyance,1890,1
Scotland,conveyancing,1870,3
Scotland,conveyancing,1880,1
Scotland,conviction,1890,2
Scotland,corn,1840,2
Scotland,coronation,1900,1
Scotland,corporal,1890,1
Scotland,corporal punishment,1890,2
Scotland,corporate,1840,1
Scotland,correspondence,1890,1
Scotland,cost,1880,2
Scotland,cost,1900,2
Scotland,cottages,1860,4
Scotland,cottars,1880,1
Scotland,cotton,1830,2
Scotland,council,1880,2
Scotland,council,1890,5
Scotland,crime,1900,2
Scotland,criminal law,1880,1
Scotland,crofter,1880,2
Scotland,crofter,1890,1
Scotland,crofters,1880,29
Scotland,crofters,1890,9
Scotland,crofters,1900,2
Scotland,crofters and cottars,1880,1
Scotland,crofting,1900,2
Scotland,crofting parishes,1900,1
Scotland,cruelty,1890,2
Scotland,cruelty to animals,1890,1
Scotland,cruiser,1900,4
Scotland,cruisers,1910,2
Scotland,currency,1820,2
Scotland,deaf,1890,2
Scotland,debt,1830,1
Scotland,debt,1880,2
Scotland,debts,1820,2
Scotland,debts,1830,10
Scotland,debts,1850,2
Scotland,deceased,1880,1
Scotland,deceased wife's sister,1880,1
Scotland,deer,1880,1
Scotland,deer,1890,4
Scotland,deer,1900,2
Scotland,deer forests,1880,1
Scotland,deer forests,1890,4
Scotland,deer forests,1900,2
Scotland,defective,1880,1
Scotland,defective,1900,1
Scotland,deliveries,1880,1
Scotland,deliveries,1900,1
Scotland,demands,1910,2
Scotland,denominational schools,1880,1
Scotland,deportation,1890,2
Scotland,deportation,1900,1
Scotland,deportation of paupers,1900,1
Scotland,depression,1880,1
Scotland,detention,1910,2
Scotland,directed,1900,1
Scotland,discipline,1830,6
Scotland,discipline,1840,3
Scotland,disease,1900,4
Scotland,diseases,1880,5
Scotland,diseases,1910,2
Scotland,disestablishment,1870,2
Scotland,disestablishment,1890,6
Scotland,disfranchisement,1880,1
Scotland,distillery,1900,3
Scotland,distress,1820,2
Scotland,distress,1830,4
Scotland,distress,1840,2
Scotland,distress,1880,2
Scotland,division,1880,1
Scotland,divorce,1830,1
Scotland,divorce,1880,1
Scotland,dog,1890,3
Scotland,dog,1900,2
Scotland,drainage,1900,2
Scotland,drift,1900,2
Scotland,drink,1910,2
Scotland,drivers,1890,1
Scotland,drowning,1880,1
Scotland,drugs,1870,1
Scotland,drunkenness,1890,4
Scotland,drunkenness,1900,2
Scotland,drunkenness,1910,12
Scotland,dumb,1890,2
Scotland,ecclesiastical,1840,1
Scotland,ecclesiastical,1870,2
Scotland,ecclesiastical,1880,1
Scotland,ecclesiastical,1890,1
Scotland,ecclesiastical,1900,6
Scotland,education,1830,5
Scotland,education,1850,30
Scotland,education,1860,10
Scotland,education,1870,75
Scotland,education,1880,155
Scotland,education,1890,140
Scotland,education,1900,125
Scotland,education,1910,50
Scotland,education code,1870,1
Scotland,education code,1880,1
Scotland,education code,1910,2
Scotland,education grant,1890,3
Scotland,education grant,1900,1
Scotland,education grant,1910,2
Scotland,education of children,1900,1
Scotland,educational,1880,13
Scotland,educational,1890,8
Scotland,educational,1900,2
Scotland,educational endowments,1880,13
Scotland,educational endowments,1890,1
Scotland,educational endowments,1900,1
Scotland,electors,1830,1
Scotland,electors,1880,2
Scotland,electric,1890,1
Scotland,electric,1900,2
Scotland,elementary,1870,2
Scotland,elementary,1880,4
Scotland,elementary,1890,1
Scotland,elementary,1910,4
Scotland,elementary education,1870,2
Scotland,elementary education,1880,4
Scotland,elementary school teachers,1910,2
Scotland,elementary schools,1890,1
Scotland,elementary schools,1910,2
Scotland,emigrants,1900,1
Scotland,emigration,1820,3
Scotland,emigration,1880,3
Scotland,emigration,1900,3
Scotland,employers,1890,1
Scotland,employment,1890,2
Scotland,employment of school children,1890,1
Scotland,endowed,1860,1
Scotland,endowed,1870,1
Scotland,endowed,1880,4
Scotland,endowment,1890,6
Scotland,endowments,1830,1
Scotland,endowments,1880,15
Scotland,endowments,1890,1
Scotland,endowments,1900,1
Scotland,engine,1900,2
Scotland,engine,1910,4
Scotland,entail,1830,1
Scotland,entail,1840,2
Scotland,entail,1870,1
Scotland,entail,1890,1
Scotland,entail,1910,2
Scotland,epidemic,1880,2
Scotland,episcopal,1840,1
Scotland,episcopal,1880,1
Scotland,episcopal,1890,1
Scotland,established,1860,1
Scotland,established church,1860,1
Scotland,establishment,1850,1
Scotland,establishment,1880,1
Scotland,estate,1880,3
Scotland,estate,1900,12
Scotland,estates,1830,3
Scotland,estates,1840,2
Scotland,estates,1870,1
Scotland,estates,1880,2
Scotland,estates,1890,1
Scotland,evening,1890,1
Scotland,evictions,1880,10
Scotland,evidence,1840,1
Scotland,evidence,1850,3
Scotland,excise,1880,1
Scotland,excise,1890,1
Scotland,excise,1900,1
Scotland,exportation,1890,1
Scotland,factories,1880,1
Scotland,factory,1880,4
Scotland,families,1900,1
Scotland,farm,1860,2
Scotland,farm,1880,2
Scotland,farm,1890,2
Scotland,farm,1900,2
Scotland,farms,1880,1
Scotland,fatal,1890,9
Scotland,fatal,1900,2
Scotland,fatal accidents,1890,8
Scotland,fatal accidents,1900,2
Scotland,fee,1890,8
Scotland,fee,1900,2
Scotland,female,1890,1
Scotland,ferry,1880,1
Scotland,fictitious,1830,2
Scotland,fife,1880,1
Scotland,fine,1890,2
Scotland,fine,1900,4
Scotland,fires,1880,1
Scotland,firth,1880,1
Scotland,fish,1900,4
Scotland,fisheries,1820,3
Scotland,fisheries,1830,3
Scotland,fisheries,1840,3
Scotland,fisheries,1850,3
Scotland,fisheries,1880,27
Scotland,fisheries,1890,42
Scotland,fisheries,1900,36
Scotland,fishermen,1880,2
Scotland,fishermen,1890,1
Scotland,fishery,1830,2
Scotland,fishery,1880,18
Scotland,fishery,1890,12
Scotland,fishery,1900,12
Scotland,fishery,1910,12
Scotland,fishery cruiser,1900,3
Scotland,fishing,1880,20
Scotland,fishing,1890,8
Scotland,fishing,1900,8
Scotland,fishing boats,1880,2
Scotland,fishing industry,1900,1
Scotland,fishing rights,1880,1
Scotland,fog,1890,1
Scotland,food,1870,2
Scotland,food,1890,2
Scotland,food,1900,2
Scotland,foot and mouth disease,1900,1
Scotland,foot-and-mouth disease,1900,1
Scotland,footpaths,1880,1
Scotland,foreshores,1860,1
Scotland,foreshores,1880,2
Scotland,forests,1880,2
Scotland,forests,1890,8
Scotland,forests,1900,4
Scotland,forged,1880,1
Scotland,frauds,1900,2
Scotland,free,1840,2
Scotland,free,1880,1
Scotland,free,1890,1
Scotland,free,1900,2
Scotland,free church,1840,2
Scotland,fresh water,1900,1
Scotland,friendly societies,1890,1
Scotland,galleries,1900,2
Scotland,galleries,1910,2
Scotland,gallery,1850,1
Scotland,gallery,1890,1
Scotland,gallery,1900,2
Scotland,game,1830,4
Scotland,game,1870,4
Scotland,game,1880,2
Scotland,game,1890,4
Scotland,game licences,1890,1
Scotland,gaol,1880,1
Scotland,gaols,1830,3
Scotland,gardeners,1890,1
Scotland,gardens,1880,2
Scotland,garrisons,1890,2
Scotland,gipsies,1900,1
Scotland,gold,1830,2
Scotland,gold and silver,1830,1
Scotland,gold and silver plate,1830,1
Scotland,graduates,1850,1
Scotland,graham,1880,1
Scotland,grocers,1880,2
Scotland,grocers,1890,2
Scotland,ground,1880,1
Scotland,ground,1890,1
Scotland,ground,1900,1
Scotland,grounds,1880,2
Scotland,grounds,1890,2
